Date,Time,Total Yield[kWh],Solar Irradiance,Temprature (2 meters),Precipitation,Wind Speed (10 meters),Wind Direction (10 meters)
01/01/2018,01:00:00,0,0,5.76,0.29,9.2,239.93
01/01/2018,02:00:00,0,0,6.07,0.4,9.98,236.78
01/01/2018,03:00:00,0,0,6.23,0.28,9.99,237.25
01/01/2018,04:00:00,0,0,6.12,0.15,9.28,235.04
01/01/2018,05:00:00,0,0,6.02,0.1,8.72,232.9
01/01/2018,06:00:00,0,0,6.05,0.13,8.39,234.93
01/01/2018,07:00:00,0,0,6.13,0.12,7.99,240.68
01/01/2018,08:00:00,0,0,6.12,0.05,7.43,247.7
01/01/2018,09:00:00,0,30.33,6.29,0.02,7.24,252.8
01/01/2018,10:00:00,0.385,68.41,6.66,0.01,7.53,253.99
01/01/2018,11:00:00,1.01,127.27,7,0.03,8.02,251.6
01/01/2018,12:00:00,3.231,133.83,7.08,0.11,8.92,253.15
01/01/2018,13:00:00,3.932,92.98,6.9,0.21,9.69,259.03
01/01/2018,14:00:00,0.945,27.01,6.64,0.32,10.14,266.91
01/01/2018,15:00:00,0.512,14.16,6.29,0.42,10.35,276.5
01/01/2018,16:00:00,0.072,0,6.27,0.36,11.06,288.96
01/01/2018,17:00:00,0,0,6.41,0.2,12.18,300.15
01/01/2018,18:00:00,0,0,6.37,0.05,12.52,306.19
01/01/2018,19:00:00,0,0,6.22,0.01,11.22,306.1
01/01/2018,20:00:00,0,0,6,0.01,9.31,300.91
01/01/2018,21:00:00,0,0,5.94,0.01,8.66,290.38
01/01/2018,22:00:00,0,0,6.08,0.01,8.97,283.39
01/01/2018,23:00:00,0,0,6.14,0.02,9.1,282.39
01/01/2018,00:00:00,0,0,5.88,0.01,8.11,279.6
02/01/2018,01:00:00,0,0,5.39,0,7.35,273.96
02/01/2018,02:00:00,0,0,4.83,0,6.26,267.28
02/01/2018,03:00:00,0,0,4.53,0,5.45,260.01
02/01/2018,04:00:00,0,0,4.68,0,5.04,247.09
02/01/2018,05:00:00,0,0,4.34,0,4.12,224.85
02/01/2018,06:00:00,0,0,4.03,0.01,4.2,194.55
02/01/2018,07:00:00,0,0,4.15,0.17,5.64,174.51
02/01/2018,08:00:00,0,0,4.08,0.64,7.22,158.94
02/01/2018,09:00:00,0,28.42,4.19,1.09,8.62,160.12
02/01/2018,10:00:00,0,46.01,4.82,1.12,8.85,168.64
02/01/2018,11:00:00,0.417,66.29,6.2,0.69,8.75,196.07
02/01/2018,12:00:00,0.659,82.64,7.92,0.17,8.73,231.91
02/01/2018,13:00:00,1.043,87.02,8.76,0.04,8.82,252.37
02/01/2018,14:00:00,1.21,47.28,8.51,0.02,8.12,255.35
02/01/2018,15:00:00,0.623,14.15,8.01,0.06,6.97,241.86
02/01/2018,16:00:00,0,0,7.6,0.32,6.89,226.15
02/01/2018,17:00:00,0,0,7.36,0.75,7.04,208.27
02/01/2018,18:00:00,0,0,7.05,1.03,7.5,185.26
02/01/2018,19:00:00,0,0,6.94,2.44,9.47,170.46
02/01/2018,20:00:00,0,0,7.75,3.17,10.84,185
02/01/2018,21:00:00,0,0,10.29,0.65,14.11,231.38
02/01/2018,22:00:00,0,0,9.67,0.16,18.61,258.27
02/01/2018,23:00:00,0,0,7.7,0.06,17.43,262.22
02/01/2018,00:00:00,0,0,6.88,0.13,16.97,263.6
03/01/2018,01:00:00,0,0,6.24,0.45,16.36,263.89
03/01/2018,02:00:00,0,0,5.99,0.56,16.44,263.73
03/01/2018,03:00:00,0,0,5.99,0.38,16.79,264.87
03/01/2018,04:00:00,0,0,6.04,0.42,16.49,265.73
03/01/2018,05:00:00,0,0,6.28,0.34,16.64,268.65
03/01/2018,06:00:00,0,0,7.08,0.1,16.68,272.01
03/01/2018,07:00:00,0,0,7.37,0.06,15.95,271.71
03/01/2018,08:00:00,0,0,7.31,0.05,15.13,269.62
03/01/2018,09:00:00,0,32.84,7.42,0.04,14.53,267.75
03/01/2018,10:00:00,0.01,56.12,7.62,0.05,14.2,266.62
03/01/2018,11:00:00,1.059,113.97,7.72,0.1,14.08,265.58
03/01/2018,12:00:00,2.159,99.1,7.72,0.1,13.79,264.54
03/01/2018,13:00:00,1.746,96.2,7.78,0.07,13.51,263.73
03/01/2018,14:00:00,1.121,37.76,7.78,0.05,13.03,262.11
03/01/2018,15:00:00,0.365,16.95,7.79,0.05,13.1,260.91
03/01/2018,16:00:00,0.028,0,7.87,0.05,13.34,260.29
03/01/2018,17:00:00,0,0,7.84,0.04,13.14,259.79
03/01/2018,18:00:00,0,0,7.75,0.04,12.89,259.95
03/01/2018,19:00:00,0,0,7.65,0.04,12.44,260.45
03/01/2018,20:00:00,0,0,7.56,0.04,11.82,259.8
03/01/2018,21:00:00,0,0,7.32,0.03,11.11,258.28
03/01/2018,22:00:00,0,0,7.13,0.02,10.12,257.47
03/01/2018,23:00:00,0,0,6.76,0.02,8.92,255.08
03/01/2018,00:00:00,0,0,6.52,0.01,8.33,252.82
04/01/2018,01:00:00,0,0,6.46,0.01,7.43,249.83
04/01/2018,02:00:00,0,0,6.24,0.03,6.15,247.44
04/01/2018,03:00:00,0,0,5.97,0.16,5.47,240.17
04/01/2018,04:00:00,0,0,5.65,0.2,4.8,218.85
04/01/2018,05:00:00,0,0,5.19,0.22,4.38,199.5
04/01/2018,06:00:00,0,0,4.77,0.25,4.4,174.19
04/01/2018,07:00:00,0,0,4.54,0.51,5.65,151.06
04/01/2018,08:00:00,0,0,4.46,0.71,6.66,142
04/01/2018,09:00:00,0,29.78,5.61,0.57,5.69,159.08
04/01/2018,10:00:00,0,78.41,7.69,0.38,6,206.26
04/01/2018,11:00:00,1.104,108.84,9.11,0.24,9.38,234.18
04/01/2018,12:00:00,1.887,117.86,9.21,0.21,12.07,247.83
04/01/2018,13:00:00,2.117,87.98,7.92,0.14,13.58,261
04/01/2018,14:00:00,0.909,47.59,6.52,0.11,14.33,272.5
04/01/2018,15:00:00,0.431,13.38,6,0.1,13.86,281.05
04/01/2018,16:00:00,0.046,0,5.94,0.05,12.21,282.49
04/01/2018,17:00:00,0,0,6.03,0.02,10.95,278.66
04/01/2018,18:00:00,0,0,6.19,0.07,10.16,274.98
04/01/2018,19:00:00,0,0,6.23,0.06,9.54,271.6
04/01/2018,20:00:00,0,0,6.1,0.06,8.53,265.8
04/01/2018,21:00:00,0,0,5.68,0.04,7.18,260.1
04/01/2018,22:00:00,0,0,4.91,0.02,5.86,255.56
04/01/2018,23:00:00,0,0,4.35,0.02,5.04,251.57
04/01/2018,00:00:00,0,0,3.89,0.02,4.26,246.64
05/01/2018,01:00:00,0,0,3.65,0.02,3.69,241.43
05/01/2018,02:00:00,0,0,3.76,0.02,3.09,231.88
05/01/2018,03:00:00,0,0,3.81,0.01,2.42,213.69
05/01/2018,04:00:00,0,0,3.7,0.01,2.14,186.92
05/01/2018,05:00:00,0,0,3.71,0.02,2.2,162.02
05/01/2018,06:00:00,0,0,3.45,0.11,2.5,144.52
05/01/2018,07:00:00,0,0,3.22,0.22,2.35,134.46
05/01/2018,08:00:00,0,0,3.24,0.19,1.79,121.95
05/01/2018,09:00:00,0.005,37.84,3.47,0.11,1.39,103.33
05/01/2018,10:00:00,0.969,83.02,3.79,0.06,0.77,41.3
05/01/2018,11:00:00,4.247,131.5,4.32,0.04,1.69,334.62
05/01/2018,12:00:00,3.58,151.82,4.9,0.04,2.66,321.31
05/01/2018,13:00:00,3.002,117.34,5.42,0.03,2.94,313.28
05/01/2018,14:00:00,2.888,73.8,5.41,0.04,2.61,307.59
05/01/2018,15:00:00,1.919,22.27,4.78,0.03,2.65,306.84
05/01/2018,16:00:00,0.363,0,4.4,0.02,2.54,305.6
05/01/2018,17:00:00,0,0,4.54,0.01,2.3,304.07
05/01/2018,18:00:00,0,0,4.62,0,2.11,304.75
05/01/2018,19:00:00,0,0,4.57,0,2.01,310.58
05/01/2018,20:00:00,0,0,4.39,0,2.01,324.51
05/01/2018,21:00:00,0,0,4.09,0,2.32,344.56
05/01/2018,22:00:00,0,0,3.7,0.01,2.88,1.55
05/01/2018,23:00:00,0,0,3.26,0.01,3.32,12.76
05/01/2018,00:00:00,0,0,2.89,0.01,3.63,18.43
06/01/2018,01:00:00,0,0,2.53,0.01,4.12,22.63
06/01/2018,02:00:00,0,0,2.51,0.02,4.51,27.76
06/01/2018,03:00:00,0,0,2.77,0.02,5.08,32.13
06/01/2018,04:00:00,0,0,2.92,0.02,5.44,36.59
06/01/2018,05:00:00,0,0,3.2,0.02,6.08,40.88
06/01/2018,06:00:00,0,0,3.03,0.01,5.84,39.14
06/01/2018,07:00:00,0,0,2.81,0.01,5.86,38.67
06/01/2018,08:00:00,0,0,2.66,0.01,6.08,41.3
06/01/2018,09:00:00,0,39.02,3.32,0.01,6.51,41.88
06/01/2018,10:00:00,0.524,118.45,4.08,0,6.7,41.5
06/01/2018,11:00:00,2.744,160.9,4.73,0,6.72,41.66
06/01/2018,12:00:00,4.091,178.3,5.17,0,6.74,42.98
06/01/2018,13:00:00,4.773,157.35,5.3,0.01,6.95,45
06/01/2018,14:00:00,3.278,95.27,4.98,0.01,6.8,43.88
06/01/2018,15:00:00,2.114,31.98,4.23,0.01,6.57,42.49
06/01/2018,16:00:00,0.584,0,3.73,0,6.43,42.19
06/01/2018,17:00:00,0,0,3.35,0,6.09,43.34
06/01/2018,18:00:00,0,0,2.83,0,5.72,43.51
06/01/2018,19:00:00,0,0,2.37,0,5.62,43.25
06/01/2018,20:00:00,0,0,2.08,0,5.4,43.59
06/01/2018,21:00:00,0,0,1.8,0,5.22,45.79
06/01/2018,22:00:00,0,0,1.54,0,5.14,48.82
06/01/2018,23:00:00,0,0,1.27,0,5.05,50.15
06/01/2018,00:00:00,0,0,1.06,0,5.03,49.48
07/01/2018,01:00:00,0,0,0.91,0,5.11,48.41
07/01/2018,02:00:00,0,0,0.83,0,5.2,49.08
07/01/2018,03:00:00,0,0,0.71,0,5.09,51.92
07/01/2018,04:00:00,0,0,0.49,0,4.79,56.23
07/01/2018,05:00:00,0,0,0.33,0,4.61,59.79
07/01/2018,06:00:00,0,0,0.26,0,4.54,60.3
07/01/2018,07:00:00,0,0,0.23,0,4.54,60.03
07/01/2018,08:00:00,0,0,0.29,0,4.54,60.96
07/01/2018,09:00:00,0,75.19,1.44,0,4.48,65.71
07/01/2018,10:00:00,0.908,159.14,2.55,0,4.68,71.32
07/01/2018,11:00:00,2.647,216.04,3.19,0,4.49,76.01
07/01/2018,12:00:00,4.75,235.14,3.65,0,4.3,77.1
07/01/2018,13:00:00,5.197,204.07,3.76,0,4.26,76.09
07/01/2018,14:00:00,4.433,131.1,3.15,0,4.2,76.33
07/01/2018,15:00:00,2.82,46.36,1.62,0,4.6,78.25
07/01/2018,16:00:00,0.606,0,0.56,0,5.04,82.07
07/01/2018,17:00:00,0.001,0,0.29,0,5.27,85.07
07/01/2018,18:00:00,0,0,0.01,0,5.48,85.67
07/01/2018,19:00:00,0,0,-0.21,0,5.7,85.6
07/01/2018,20:00:00,0,0,-0.32,0,5.93,86.22
07/01/2018,21:00:00,0,0,-0.38,0,6.09,87.35
07/01/2018,22:00:00,0,0,-0.41,0,6.24,89.5
07/01/2018,23:00:00,0,0,-0.49,0,6.22,93.17
07/01/2018,00:00:00,0,0,-0.57,0,6.15,96.93
08/01/2018,01:00:00,0,0,-0.62,0,6.12,99.03
08/01/2018,02:00:00,0,0,-0.62,0,6.12,99.47
08/01/2018,03:00:00,0,0,-0.6,0,6.09,97.75
08/01/2018,04:00:00,0,0,-0.53,0,6.19,95.65
08/01/2018,05:00:00,0,0,-0.43,0,6.39,94.91
08/01/2018,06:00:00,0,0,-0.34,0,6.59,96.12
08/01/2018,07:00:00,0,0,-0.33,0,6.58,97.77
08/01/2018,08:00:00,0,7.56,-0.24,0,6.57,98.69
08/01/2018,09:00:00,0.002,56.45,0.58,0,6.81,99.31
08/01/2018,10:00:00,1.145,150.13,1.5,0,6.74,100.96
08/01/2018,11:00:00,3.4,193.34,2.38,0,6.44,102.91
08/01/2018,12:00:00,4.683,221.94,3.04,0,6.21,105.7
08/01/2018,13:00:00,4.735,172.74,3.3,0,5.94,108.17
08/01/2018,14:00:00,4.027,103.31,3.08,0.01,5.38,109.07
08/01/2018,15:00:00,2.151,31.05,2.48,0.01,5.34,111.35
08/01/2018,16:00:00,0.39,0,2.17,0.01,5.77,114.31
08/01/2018,17:00:00,0,0,2.12,0.01,6.27,115.32
08/01/2018,18:00:00,0,0,1.98,0,6.62,116.17
08/01/2018,19:00:00,0,0,1.58,0,6.38,117.73
08/01/2018,20:00:00,0,0,1.45,0,6.22,119.59
08/01/2018,21:00:00,0,0,1.43,0,6.21,121.67
08/01/2018,22:00:00,0,0,1.43,0,6.09,122.53
08/01/2018,23:00:00,0,0,1.52,0.01,6.21,123.51
08/01/2018,00:00:00,0,0,1.58,0.01,6.33,124.24
09/01/2018,01:00:00,0,0,1.61,0.01,6.28,123.18
09/01/2018,02:00:00,0,0,1.64,0.01,6.6,124.48
09/01/2018,03:00:00,0,0,1.54,0.01,6.67,125.33
09/01/2018,04:00:00,0,0,1.44,0.01,6.71,123.36
09/01/2018,05:00:00,0,0,1.37,0.01,6.85,123.09
09/01/2018,06:00:00,0,0,1.37,0.01,6.58,124.84
09/01/2018,07:00:00,0,0,1.4,0.01,6.3,129.36
09/01/2018,08:00:00,0,4.7,1.55,0.02,6.4,134.46
09/01/2018,09:00:00,0,18.9,1.91,0.01,6.84,136.94
09/01/2018,10:00:00,0.004,56.91,2.35,0.01,6.9,135.87
09/01/2018,11:00:00,0.16,32.73,2.75,0.01,6.92,134.5
09/01/2018,12:00:00,0.366,47.27,3.05,0.01,7.02,136.4
09/01/2018,13:00:00,1.644,57.52,3.21,0.01,6.91,137.8
09/01/2018,14:00:00,0.451,53.3,3.24,0.01,6.56,135.14
09/01/2018,15:00:00,0.413,20,3.15,0.01,6.7,133.3
09/01/2018,16:00:00,0.062,0,3.06,0.01,7.09,133.12
09/01/2018,17:00:00,0,0,3.09,0.01,7.36,134.23
09/01/2018,18:00:00,0,0,3.15,0.02,7.5,134.62
09/01/2018,19:00:00,0,0,3.32,0.02,7.74,133.94
09/01/2018,20:00:00,0,0,3.56,0.03,7.93,133.76
09/01/2018,21:00:00,0,0,3.92,0.06,8.09,137.54
09/01/2018,22:00:00,0,0,4.54,0.08,8.18,148.27
09/01/2018,23:00:00,0,0,4.77,0.16,7.3,152.34
09/01/2018,00:00:00,0,0,4.87,0.35,6.19,157.12
10/01/2018,01:00:00,0,0,4.9,0.39,4.87,167.39
10/01/2018,02:00:00,0,0,4.92,0.31,3.42,191.08
10/01/2018,03:00:00,0,0,4.87,0.15,2.71,218.45
10/01/2018,04:00:00,0,0,4.87,0.04,2.56,239.61
10/01/2018,05:00:00,0,0,4.87,0.01,2.61,255.47
10/01/2018,06:00:00,0,0,4.8,0.01,2.64,267.62
10/01/2018,07:00:00,0,0,4.73,0,2.52,271.96
10/01/2018,08:00:00,0,5.75,4.89,0,2.22,269.6
10/01/2018,09:00:00,0,39.16,5.62,0,1.7,269.21
10/01/2018,10:00:00,0.702,115.77,6.78,0,1,273.13
10/01/2018,11:00:00,2.656,169.27,7.42,0,0.59,263.91
10/01/2018,12:00:00,4.095,169.66,7.64,0,0.72,240.64
10/01/2018,13:00:00,2.384,153.66,7.74,0,0.94,241.73
10/01/2018,14:00:00,1.474,95.28,7.41,0.01,0.82,248.1
10/01/2018,15:00:00,1.349,32.39,6.86,0.01,0.74,259.05
10/01/2018,16:00:00,0.352,0,6.4,0.01,0.54,282.62
10/01/2018,17:00:00,0.001,0,6.12,0,0.39,342.65
10/01/2018,18:00:00,0,0,5.89,0,0.73,30.96
10/01/2018,19:00:00,0,0,5.4,0,1.2,43.15
10/01/2018,20:00:00,0,0,4.73,0,1.58,46.2
10/01/2018,21:00:00,0,0,4.33,0,1.98,48.84
10/01/2018,22:00:00,0,0,3.86,0,2.22,47.56
10/01/2018,23:00:00,0,0,3.4,0.01,2.3,43.07
10/01/2018,00:00:00,0,0,3.3,0.01,2.27,37.86
11/01/2018,01:00:00,0,0,3.05,0.01,2.4,30.9
11/01/2018,02:00:00,0,0,2.84,0.01,2.43,22.52
11/01/2018,03:00:00,0,0,2.73,0.01,2.32,13.85
11/01/2018,04:00:00,0,0,2.32,0.01,2.23,9.89
11/01/2018,05:00:00,0,0,2,0.01,2.16,5.4
11/01/2018,06:00:00,0,0,1.83,0.01,2.23,355.57
11/01/2018,07:00:00,0,0,1.71,0.01,2.25,348.81
11/01/2018,08:00:00,0,6.15,1.71,0.01,1.89,348.78
11/01/2018,09:00:00,0.003,35.45,2.21,0.01,1.9,337.02
11/01/2018,10:00:00,1.113,82.66,2.59,0.01,2.3,327.6
11/01/2018,11:00:00,1.922,128.34,2.95,0.01,2.35,325.57
11/01/2018,12:00:00,3.221,152.2,3.23,0.01,2.09,332.67
11/01/2018,13:00:00,4.367,120.77,3.35,0.01,1.9,334.7
11/01/2018,14:00:00,4.086,73.16,3.31,0.02,1.96,327.39
11/01/2018,15:00:00,2.254,32.45,3.15,0.02,2.12,320.68
11/01/2018,16:00:00,0.736,0,3,0.02,1.89,325.45
11/01/2018,17:00:00,0,0,3.01,0.01,1.27,346.82
11/01/2018,18:00:00,0,0,3.03,0.01,0.97,29.46
11/01/2018,19:00:00,0,0,3.08,0.01,1.09,73.38
11/01/2018,20:00:00,0,0,3.12,0.01,1.54,101.71
11/01/2018,21:00:00,0,0,3.12,0.01,1.91,114.89
11/01/2018,22:00:00,0,0,3.09,0.01,2,126.24
11/01/2018,23:00:00,0,0,3.06,0.01,2,140.4
11/01/2018,00:00:00,0,0,3.01,0.01,2.13,150.05
12/01/2018,01:00:00,0,0,2.94,0.01,2.44,148.75
12/01/2018,02:00:00,0,0,2.92,0.01,2.9,142.11
12/01/2018,03:00:00,0,0,2.94,0.01,3.34,138.51
12/01/2018,04:00:00,0,0,3.09,0.01,3.77,138.19
12/01/2018,05:00:00,0,0,3.45,0.01,4.42,139.38
12/01/2018,06:00:00,0,0,3.86,0,5.08,141.24
12/01/2018,07:00:00,0,0,4.07,0,5.55,143.07
12/01/2018,08:00:00,0,5.82,4.07,0,5.81,144.13
12/01/2018,09:00:00,0,52.7,4.28,0,6.09,144.29
12/01/2018,10:00:00,0.472,82.02,4.8,0,6.45,145.81
12/01/2018,11:00:00,1.561,119.84,5.29,0,6.61,147.25
12/01/2018,12:00:00,1.589,132.38,5.62,0,6.57,147.79
12/01/2018,13:00:00,1.373,119.59,5.82,0,6.25,145.54
12/01/2018,14:00:00,2.103,76.16,5.73,0,5.88,141.74
12/01/2018,15:00:00,2.408,29.19,5.07,0,5.71,138.83
12/01/2018,16:00:00,0.545,0,4.51,0,6.23,137.54
12/01/2018,17:00:00,0,0,4.48,0,6.86,137.45
12/01/2018,18:00:00,0,0,4.41,0,7.17,138.53
12/01/2018,19:00:00,0,0,4.33,0,7.33,138.58
12/01/2018,20:00:00,0,0,4.28,0,7.6,137.71
12/01/2018,21:00:00,0,0,4.3,0.01,7.81,136.22
12/01/2018,22:00:00,0,0,4.51,0.01,7.78,134.47
12/01/2018,23:00:00,0,0,4.87,0.01,8.04,136.58
12/01/2018,00:00:00,0,0,5.01,0.01,8.09,138.95
13/01/2018,01:00:00,0,0,4.89,0.01,7.99,138.17
13/01/2018,02:00:00,0,0,4.77,0.01,8.26,139.38
13/01/2018,03:00:00,0,0,4.64,0.01,8.39,138.89
13/01/2018,04:00:00,0,0,4.48,0.01,8.52,137.53
13/01/2018,05:00:00,0,0,4.35,0.01,8.5,136.27
13/01/2018,06:00:00,0,0,4.29,0.01,8.56,136.81
13/01/2018,07:00:00,0,0,4.26,0.01,8.57,137.18
13/01/2018,08:00:00,0,5.7,4.26,0.01,8.63,137.24
13/01/2018,09:00:00,0.004,30.15,4.4,0.01,8.64,138.01
13/01/2018,10:00:00,0.776,52.77,4.72,0.01,8.74,138.08
13/01/2018,11:00:00,1.727,58.41,5.16,0,8.84,139.62
13/01/2018,12:00:00,1.348,67.71,5.63,0.01,8.71,141.41
13/01/2018,13:00:00,1.893,86.56,5.98,0.02,8.79,143.09
13/01/2018,14:00:00,2.203,49.69,6.05,0.03,8.65,144.16
13/01/2018,15:00:00,0.921,24.71,5.94,0.03,8.59,144.26
13/01/2018,16:00:00,0.295,0,5.8,0.05,8.51,144.53
13/01/2018,17:00:00,0.001,0,5.67,0.08,8.09,145.39
13/01/2018,18:00:00,0,0,5.48,0.04,7.49,144.25
13/01/2018,19:00:00,0,0,5.28,0.02,7.1,143.63
13/01/2018,20:00:00,0,0,4.99,0.01,6.5,142.22
13/01/2018,21:00:00,0,0,4.61,0.01,6.09,138.74
13/01/2018,22:00:00,0,0,4.18,0,5.94,137.77
13/01/2018,23:00:00,0,0,3.82,0,5.88,138.94
13/01/2018,00:00:00,0,0,3.5,0,5.57,137.27
14/01/2018,01:00:00,0,0,3.5,0,5.5,136.09
14/01/2018,02:00:00,0,0,3.63,0.01,5.46,138.95
14/01/2018,03:00:00,0,0,3.65,0.01,5.46,143.85
14/01/2018,04:00:00,0,0,3.51,0.01,5.68,148.1
14/01/2018,05:00:00,0,0,3.3,0,5.71,151.47
14/01/2018,06:00:00,0,0,3.07,0.01,5.46,153.69
14/01/2018,07:00:00,0,0,2.87,0.01,5.02,157.59
14/01/2018,08:00:00,0,4.81,2.84,0.01,4.99,159.46
14/01/2018,09:00:00,0.002,35.57,3.15,0,5.66,158.36
14/01/2018,10:00:00,0.669,93.97,3.56,0,6.81,158.47
14/01/2018,11:00:00,1.296,124.2,3.98,0,7.32,165.73
14/01/2018,12:00:00,2.889,153.52,4.34,0,7.32,171.34
14/01/2018,13:00:00,3.355,120.1,4.49,0,7.23,175.85
14/01/2018,14:00:00,3.366,80.14,4.46,0,7.02,177.96
14/01/2018,15:00:00,1.855,30.84,3.97,0,6.95,175.68
14/01/2018,16:00:00,0.567,0,3.51,0.01,7.16,175.43
14/01/2018,17:00:00,0.001,0,3.48,0.01,7.73,174.96
14/01/2018,18:00:00,0,0,3.59,0.03,8.42,174.68
14/01/2018,19:00:00,0,0,3.77,0.16,8.98,176.91
14/01/2018,20:00:00,0,0,4.09,0.41,9.52,180.09
14/01/2018,21:00:00,0,0,4.52,0.99,9.78,183.48
14/01/2018,22:00:00,0,0,5.08,1.66,9.93,189
14/01/2018,23:00:00,0,0,5.63,1.57,10.23,193.96
14/01/2018,00:00:00,0,0,6.12,0.98,10.66,198.67
15/01/2018,01:00:00,0,0,6.56,0.63,10.55,205.67
15/01/2018,02:00:00,0,0,7.12,0.37,10.06,212.89
15/01/2018,03:00:00,0,0,7.65,0.28,9.06,217.86
15/01/2018,04:00:00,0,0,7.8,0.29,7.54,218.22
15/01/2018,05:00:00,0,0,7.91,0.65,6.71,216.91
15/01/2018,06:00:00,0,0,8.37,1.23,7.35,227.37
15/01/2018,07:00:00,0,0,8.65,1.21,7.8,243.92
15/01/2018,08:00:00,0,5.26,8.49,0.64,8.31,259.65
15/01/2018,09:00:00,0,36.86,8.08,0.16,8.68,271.44
15/01/2018,10:00:00,0.311,86.63,7.8,0.1,8.86,278.17
15/01/2018,11:00:00,0.871,131.96,7.62,0.08,8.84,280.08
15/01/2018,12:00:00,2.798,120.02,7.48,0.07,8.79,280.14
15/01/2018,13:00:00,2.633,127.62,7.25,0.08,9.12,280.06
15/01/2018,14:00:00,1.883,78.41,6.84,0.09,8.98,278.1
15/01/2018,15:00:00,1.557,39.42,6.32,0.13,9.11,273.94
15/01/2018,16:00:00,0.428,0,5.94,0.26,9.23,273.25
15/01/2018,17:00:00,0,0,5.65,0.29,9.16,270.49
15/01/2018,18:00:00,0,0,5.52,0.17,9,267.16
15/01/2018,19:00:00,0,0,5.53,0.11,9.07,264.22
15/01/2018,20:00:00,0,0,5.55,0.14,9.49,262.2
15/01/2018,21:00:00,0,0,5.44,0.13,9.82,261.68
15/01/2018,22:00:00,0,0,5.3,0.12,10.1,263.88
15/01/2018,23:00:00,0,0,5.12,0.15,10.4,267.25
15/01/2018,00:00:00,0,0,4.98,0.18,10.89,271.19
16/01/2018,01:00:00,0,0,4.84,0.17,11.19,274.69
16/01/2018,02:00:00,0,0,4.63,0.16,11.33,277.33
16/01/2018,03:00:00,0,0,4.48,0.12,11.42,278.34
16/01/2018,04:00:00,0,0,4.37,0.11,11.25,277.62
16/01/2018,05:00:00,0,0,4.05,0.14,11.2,275.12
16/01/2018,06:00:00,0,0,3.76,0.15,11.07,272.67
16/01/2018,07:00:00,0,0,3.69,0.12,10.95,269.71
16/01/2018,08:00:00,0,5.58,3.75,0.11,11.02,267.12
16/01/2018,09:00:00,0,37.77,4.01,0.14,11.24,265.05
16/01/2018,10:00:00,0.86,87.99,4.22,0.17,11.29,262.69
16/01/2018,11:00:00,3.288,103.56,4.27,0.21,11.29,261.05
16/01/2018,12:00:00,2.704,129.91,4.27,0.21,11.33,259.71
16/01/2018,13:00:00,2.618,102.62,4.29,0.22,11.43,260.16
16/01/2018,14:00:00,1.921,61.13,4.12,0.19,11.39,262.63
16/01/2018,15:00:00,0.938,27.02,3.84,0.16,10.82,264.28
16/01/2018,16:00:00,0.452,0,3.44,0.17,10.17,261.51
16/01/2018,17:00:00,0.002,0,3.21,0.23,10.42,256.07
16/01/2018,18:00:00,0,0,3.11,0.51,11.78,256.22
16/01/2018,19:00:00,0,0,3.02,0.56,12.98,264.44
16/01/2018,20:00:00,0,0,3.02,0.24,12.63,269.93
16/01/2018,21:00:00,0,0,2.95,0.18,12.33,267.68
16/01/2018,22:00:00,0,0,2.83,0.26,12.67,266.82
16/01/2018,23:00:00,0,0,2.89,0.16,12.81,271.26
16/01/2018,00:00:00,0,0,2.58,0.29,12.57,266.79
17/01/2018,01:00:00,0,0,2.55,0.6,14.39,268.38
17/01/2018,02:00:00,0,0,3.9,0.08,15.46,284.39
17/01/2018,03:00:00,0,0,4.23,0.07,14.34,288.03
17/01/2018,04:00:00,0,0,4.07,0.04,13.73,285.38
17/01/2018,05:00:00,0,0,4.17,0.06,12.93,282.95
17/01/2018,06:00:00,0,0,4.4,0.13,12.68,279.43
17/01/2018,07:00:00,0,0,4.62,0.12,12.77,276.92
17/01/2018,08:00:00,0,8,4.45,0.12,12.93,276.49
17/01/2018,09:00:00,0.005,44.06,4.3,0.08,12.71,277.2
17/01/2018,10:00:00,0.987,111.24,4.43,0.04,12.33,277.5
17/01/2018,11:00:00,1.82,142.6,4.69,0.02,12.11,277.12
17/01/2018,12:00:00,4.501,133.54,4.87,0.02,11.74,275.54
17/01/2018,13:00:00,2.941,140.6,4.98,0.01,11.41,273.06
17/01/2018,14:00:00,3.472,95.67,4.92,0.01,10.77,269.67
17/01/2018,15:00:00,1.208,43.24,4.75,0.01,9.9,264.52
17/01/2018,16:00:00,0.771,0,4.69,0.03,9.04,258.64
17/01/2018,17:00:00,0.011,0,4.69,0.09,8.29,250.22
17/01/2018,18:00:00,0,0,4.41,0.19,7.48,237.8
17/01/2018,19:00:00,0,0,4.14,0.3,6.95,223
17/01/2018,20:00:00,0,0,3.92,0.52,6.61,204.75
17/01/2018,21:00:00,0,0,3.63,1.2,6.65,180.2
17/01/2018,22:00:00,0,0,2.87,2.2,7.78,162.53
17/01/2018,23:00:00,0,0,3.16,1.87,7.19,171
17/01/2018,00:00:00,0,0,5.85,0.98,7.16,218.53
18/01/2018,01:00:00,0,0,8.21,0.63,11.91,249.77
18/01/2018,02:00:00,0,0,8.05,0.32,13.56,271.19
18/01/2018,03:00:00,0,0,5.8,0.09,14.27,289.54
18/01/2018,04:00:00,0,0,4.61,0.07,12.92,292.24
18/01/2018,05:00:00,0,0,4.31,0.08,11.37,291.01
