Date,Time,Total Yield[kWh],Solar Irradiance,Temprature (2 meters),Precipitation,Wind Speed (10 meters),Wind Direction (10 meters)
21/03/2021,14:00:00,9.821,347.71,9,0,3.22,299.8
21/03/2021,15:00:00,14.313,258.7,8.57,0,3.51,299.19
21/03/2021,16:00:00,5.459,161.23,7.87,0,3.64,300.69
21/03/2021,17:00:00,3.209,62.33,6.81,0,3.1,302.25
21/03/2021,18:00:00,1.091,7.7,5.31,0,2.62,299.47
21/03/2021,19:00:00,0.013,0,4.98,0,2.52,294.9
21/03/2021,20:00:00,0,0,5.12,0,2.38,289.33
21/03/2021,21:00:00,0,0,5.25,0,2.39,285.77
21/03/2021,22:00:00,0,0,5.32,0,2.47,283.55
21/03/2021,23:00:00,0,0,5.47,0,2.62,282.21
21/03/2021,00:00:00,0,0,5.59,0.01,2.79,283.45
22/03/2021,01:00:00,0,0,5.62,0.01,3.01,286.46
22/03/2021,02:00:00,0,0,5.53,0.02,3.09,286.74
22/03/2021,03:00:00,0,0,5.37,0.02,2.95,287.09
22/03/2021,04:00:00,0,0,5.33,0.01,2.82,287.73
22/03/2021,05:00:00,0,0,5.32,0.02,2.7,288.54
22/03/2021,06:00:00,0,15.7,5.45,0.02,2.48,286.84
22/03/2021,07:00:00,0.006,43.86,6.36,0.02,2.28,283.27
22/03/2021,08:00:00,0.938,113.75,6.95,0.02,2.48,277.8
22/03/2021,09:00:00,2.268,178.14,7.33,0.01,2.46,270.73
22/03/2021,10:00:00,4.095,296.58,7.76,0.01,2.54,263.99
22/03/2021,11:00:00,5.066,298.2,8.01,0.01,2.79,259.04
22/03/2021,12:00:00,8.379,299.42,8.19,0.01,3.1,258.24
22/03/2021,13:00:00,8.117,297.9,8.31,0.02,3.38,261.5
22/03/2021,14:00:00,7.377,292.84,8.32,0.02,3.49,264.48
22/03/2021,15:00:00,6.239,193.57,8.2,0.01,3.37,264.69
22/03/2021,16:00:00,5.839,115.61,8.02,0.01,2.91,261.35
22/03/2021,17:00:00,2.375,34.06,7.67,0.01,2.1,252.65
22/03/2021,18:00:00,0.508,6.34,7.19,0.01,2.21,247.97
22/03/2021,19:00:00,0.011,0,7.07,0.02,2.44,243.93
22/03/2021,20:00:00,0,0,6.97,0.02,2.6,239.89
22/03/2021,21:00:00,0,0,6.85,0.01,2.83,236.05
22/03/2021,22:00:00,0,0,6.73,0.01,3.04,231.78
22/03/2021,23:00:00,0,0,6.59,0.01,3.25,227.34
22/03/2021,00:00:00,0,0,6.35,0.01,3.48,223
23/03/2021,01:00:00,0,0,6.23,0,3.68,218.89
23/03/2021,02:00:00,0,0,5.9,0,3.8,215.19
23/03/2021,03:00:00,0,0,5.54,0,3.81,210.04
23/03/2021,04:00:00,0,0,5.24,0,3.98,206.31
23/03/2021,05:00:00,0,0,5.16,0,4.22,205.33
23/03/2021,06:00:00,0,16.48,5.37,0,4.52,204.75
23/03/2021,07:00:00,0.001,35.05,6.34,0,5.33,202.02
23/03/2021,08:00:00,1.012,81.72,7.19,0,5.87,200.48
23/03/2021,09:00:00,1.687,127.86,8.09,0,6.59,206.08
23/03/2021,10:00:00,2.085,162.7,8.87,0.01,6.97,209.93
23/03/2021,11:00:00,4.018,191.38,9.51,0.01,7.3,212.01
23/03/2021,12:00:00,5.19,233.57,9.98,0.01,7.78,212.75
23/03/2021,13:00:00,2.953,190.05,10.26,0.02,8.3,212.9
23/03/2021,14:00:00,3.258,168.41,10.19,0.02,8.4,212.97
23/03/2021,15:00:00,1.921,123.42,10.01,0.02,8.29,212.69
23/03/2021,16:00:00,1.319,69.89,9.69,0.01,8.26,213.31
23/03/2021,17:00:00,0.643,30.05,9.08,0.02,8.2,213.81
23/03/2021,18:00:00,0.154,7.98,8.35,0.03,8.09,212.86
23/03/2021,19:00:00,0.025,0,7.99,0.03,8.09,212.22
23/03/2021,20:00:00,0,0,7.81,0.07,7.89,213.61
23/03/2021,21:00:00,0,0,7.7,0.15,7.41,216.86
23/03/2021,22:00:00,0,0,7.77,0.14,6.92,220.51
23/03/2021,23:00:00,0,0,7.98,0.11,6.62,227.92
23/03/2021,00:00:00,0,0,8,0.08,5.84,235.25
24/03/2021,01:00:00,0,0,8.01,0.06,4.93,241.28
24/03/2021,02:00:00,0,0,7.78,0.05,4.08,244.81
24/03/2021,03:00:00,0,0,7.4,0.04,3.64,245.69
24/03/2021,04:00:00,0,0,6.8,0.03,3.54,243.38
24/03/2021,05:00:00,0,0,6.41,0.01,3.76,240.08
24/03/2021,06:00:00,0,25.22,6.23,0,4.05,235.85
24/03/2021,07:00:00,0.029,127.15,7.01,0,4.92,231.71
24/03/2021,08:00:00,1.777,271.58,7.84,0.01,5.48,232.41
24/03/2021,09:00:00,8.113,405.8,8.67,0.01,6.48,242.32
24/03/2021,10:00:00,13.67,505.3,9.31,0.01,6.95,248.22
24/03/2021,11:00:00,14.809,577.7,9.75,0,7.03,250
24/03/2021,12:00:00,22.374,608.37,10.02,0,6.98,248.46
24/03/2021,13:00:00,24.799,588.73,10.15,0,6.95,244.85
24/03/2021,14:00:00,24.27,513.1,10.09,0,6.95,240.3
24/03/2021,15:00:00,21.97,378.46,9.92,0,6.97,234.96
24/03/2021,16:00:00,15.9,216.9,9.48,0.01,6.77,228.75
24/03/2021,17:00:00,6.277,86.66,8.67,0.01,6.5,223.49
24/03/2021,18:00:00,2.441,8.79,7.74,0.01,6.51,219.84
24/03/2021,19:00:00,0.25,0,7.47,0.02,6.82,219.38
24/03/2021,20:00:00,0,0,7.35,0.03,6.82,220.02
24/03/2021,21:00:00,0,0,7.26,0.04,6.79,222.15
24/03/2021,22:00:00,0,0,6.94,0.03,6.55,224.52
24/03/2021,23:00:00,0,0,6.69,0.04,6.16,224.54
24/03/2021,00:00:00,0,0,6.84,0.06,6.02,227.16
25/03/2021,01:00:00,0,0,6.83,0.08,5.14,227.65
25/03/2021,02:00:00,0,0,6.69,0.11,4.4,227.88
25/03/2021,03:00:00,0,0,6.87,0.13,4.11,230.63
25/03/2021,04:00:00,0,0,7.02,0.08,3.76,229.89
25/03/2021,05:00:00,0,0,7.01,0.03,3.59,224.74
25/03/2021,06:00:00,0,22.84,7.01,0.01,3.78,218.53
25/03/2021,07:00:00,0.043,96.27,7.71,0.01,4.45,213.83
25/03/2021,08:00:00,3.008,205.2,8.53,0.02,5.12,210.87
25/03/2021,09:00:00,4.987,297.52,9.44,0.02,5.91,220.55
25/03/2021,10:00:00,11.085,414.47,10.12,0.02,6.61,225.38
25/03/2021,11:00:00,16.93,487.82,10.56,0.04,7.03,225.05
25/03/2021,12:00:00,21.338,426.3,10.8,0.02,7.24,222.68
25/03/2021,13:00:00,24.084,390.84,10.88,0.01,7.4,219.17
25/03/2021,14:00:00,24.217,386.4,10.8,0,7.53,215.67
25/03/2021,15:00:00,15.928,283.14,10.56,0,7.6,212.82
25/03/2021,16:00:00,16.224,174.3,10.15,0,7.49,209.99
25/03/2021,17:00:00,4.764,66.74,9.32,0,7.13,205.86
25/03/2021,18:00:00,1.796,9.42,8.26,0,6.93,200.66
25/03/2021,19:00:00,0.057,0,7.94,0,7.35,195.66
25/03/2021,20:00:00,0,0,7.82,0,7.75,191.64
25/03/2021,21:00:00,0,0,7.76,0.01,7.94,191.12
25/03/2021,22:00:00,0,0,7.66,0.01,7.82,193.52
25/03/2021,23:00:00,0,0,7.61,0.02,7.79,195.78
25/03/2021,00:00:00,0,0,7.63,0.02,8,196.33
26/03/2021,01:00:00,0,0,7.61,0.02,8.21,193.31
26/03/2021,02:00:00,0,0,7.57,0.03,8.56,190.99
26/03/2021,03:00:00,0,0,7.49,0.04,9.12,189.41
26/03/2021,04:00:00,0,0,7.48,0.12,9.86,190.27
26/03/2021,05:00:00,0,0,7.55,0.34,9.75,197.62
26/03/2021,06:00:00,0,17.41,7.58,0.69,8.82,212.56
26/03/2021,07:00:00,0.018,63.02,7.45,1.02,8.32,230.79
26/03/2021,08:00:00,0.124,145.62,7.12,0.49,8.3,245.07
26/03/2021,09:00:00,1.376,304.18,6.87,0.1,7.82,248.85
26/03/2021,10:00:00,6.595,312.3,7.12,0.04,7.84,246.5
26/03/2021,11:00:00,18.339,545.95,7.37,0.06,8.27,245.13
26/03/2021,12:00:00,23.128,592.38,7.28,0.05,8.59,243.76
26/03/2021,13:00:00,25.879,515.19,7.11,0.07,8.79,240.2
26/03/2021,14:00:00,17.444,441.62,6.77,0.06,8.87,236.6
26/03/2021,15:00:00,7.271,334.2,6.52,0.03,8.75,231.45
26/03/2021,16:00:00,10.228,224.63,6.37,0.03,8.46,226.83
26/03/2021,17:00:00,6.793,88.01,6.05,0.07,8.23,226.5
26/03/2021,18:00:00,1.986,11.22,5.62,0.16,7.96,231.42
26/03/2021,19:00:00,0.103,0,5.4,0.28,8.04,242.59
26/03/2021,20:00:00,0,0,5.3,0.32,8.83,257.43
26/03/2021,21:00:00,0,0,4.98,0.18,9.85,266.77
26/03/2021,22:00:00,0,0,4.47,0.04,10.09,269.11
26/03/2021,23:00:00,0,0,3.9,0.07,10.12,268.14
26/03/2021,00:00:00,0,0,3.51,0.16,10.43,268.63
27/03/2021,01:00:00,0,0,3.51,0.14,10.41,269.66
27/03/2021,02:00:00,0,0,3.84,0.1,10.66,270.21
27/03/2021,03:00:00,0,0,4.11,0.12,10.82,269.13
27/03/2021,04:00:00,0,0,4.23,0.14,10.94,268.08
27/03/2021,05:00:00,0,0,4.32,0.11,11.03,268.25
27/03/2021,06:00:00,0,32.91,4.5,0.05,10.77,269.83
27/03/2021,07:00:00,0.044,153.67,5.06,0.02,10.23,271.05
27/03/2021,08:00:00,2.634,281.05,5.87,0.01,9.7,271.11
27/03/2021,09:00:00,8.643,435.54,6.59,0.01,9.07,269.06
27/03/2021,10:00:00,12.095,442.02,7.15,0,8.12,262.49
27/03/2021,11:00:00,13.476,545.48,7.79,0,7.5,252.28
27/03/2021,12:00:00,20.906,348.8,8.28,0,7.4,241.38
27/03/2021,13:00:00,12.688,335.31,8.5,0.01,7.53,232.33
27/03/2021,14:00:00,11.742,320.77,8.55,0.02,7.55,222.23
27/03/2021,15:00:00,11.584,225.98,8.3,0.03,7.44,210.77
27/03/2021,16:00:00,6.041,132.49,8.03,0.02,7.82,204
27/03/2021,17:00:00,4.601,61,7.69,0.03,8.38,202.64
27/03/2021,18:00:00,0.915,9.22,7.41,0.07,8.77,201.31
27/03/2021,19:00:00,0.032,0,7.33,0.12,9.22,199.19
27/03/2021,20:00:00,0,0,7.37,0.28,9.72,199.25
27/03/2021,21:00:00,0,0,7.41,0.42,10.1,201.42
27/03/2021,22:00:00,0,0,7.49,0.3,10.59,203.07
27/03/2021,23:00:00,0,0,7.65,0.35,11.17,204.99
27/03/2021,00:00:00,0,0,7.96,0.54,11.69,207.68
28/03/2021,01:00:00,0,0,8.33,1.04,12.1,211.93
28/03/2021,02:00:00,0,0,8.58,1.26,12.43,215.9
28/03/2021,03:00:00,0,0,8.79,0.65,12.65,218.65
28/03/2021,04:00:00,0,0,9.05,0.33,12.65,220.64
28/03/2021,05:00:00,0,0,9.26,0.34,12.33,223.18
28/03/2021,06:00:00,0,17.55,9.43,0.55,11.71,225.81
28/03/2021,07:00:00,0,48.11,9.61,0.49,10.95,226.76
28/03/2021,08:00:00,0,99.28,9.87,0.29,10.42,226.7
28/03/2021,09:00:00,0.658,128.09,10.39,0.11,10.36,226.77
28/03/2021,10:00:00,1.664,185.68,10.76,0.11,10.55,226.74
28/03/2021,11:00:00,2.892,316.3,11.16,0.11,10.89,224.39
28/03/2021,12:00:00,7.099,324.47,11.51,0.13,11.26,222.53
28/03/2021,13:00:00,10.914,331.12,11.49,0.2,11.38,220.46
28/03/2021,14:00:00,15.548,231.38,11.26,0.27,11.01,215
28/03/2021,15:00:00,12.952,175.45,11.22,0.21,11.65,211.71
28/03/2021,16:00:00,6.082,87.15,11.3,0.22,12.86,212.95
28/03/2021,17:00:00,1.341,28.95,11.13,0.5,13.27,214.71
28/03/2021,18:00:00,0.563,8.26,10.84,0.69,13.37,215.97
28/03/2021,19:00:00,0.259,0,10.71,0.54,13.25,217.4
28/03/2021,20:00:00,0.01,0,10.61,0.25,12.72,217.67
28/03/2021,21:00:00,0,0,10.54,0.2,12.04,217.78
28/03/2021,22:00:00,0,0,10.58,0.14,11.6,218.38
28/03/2021,23:00:00,0,0,10.67,0.13,11.32,218.47
28/03/2021,00:00:00,0,0,10.66,0.07,11.23,217.91
29/03/2021,01:00:00,0,0,10.54,0.05,11.22,217.9
29/03/2021,02:00:00,0,0,10.47,0.05,11.15,219.11
29/03/2021,03:00:00,0,0,10.51,0.06,11.17,220.32
29/03/2021,04:00:00,0,0,10.58,0.06,11.04,221.01
29/03/2021,05:00:00,0,0,10.65,0.06,10.83,221.35
29/03/2021,06:00:00,0,30.6,10.74,0.06,10.75,222.06
29/03/2021,07:00:00,0,95.41,11.03,0.06,10.84,223.07
29/03/2021,08:00:00,0.039,174.79,11.6,0.04,10.58,222.91
29/03/2021,09:00:00,3.272,246.27,12.26,0.03,10.63,223.18
29/03/2021,10:00:00,10.379,359.87,12.87,0.02,10.83,224.18
29/03/2021,11:00:00,14.754,356.52,13.3,0.02,10.59,223.6
29/03/2021,12:00:00,17.242,507.76,13.48,0.02,10.39,223.05
29/03/2021,13:00:00,14.777,458.27,13.5,0.02,10.17,222.57
29/03/2021,14:00:00,12.782,456.66,13.29,0.02,9.78,222.38
29/03/2021,15:00:00,9.915,345.34,12.93,0.02,9.3,221.49
29/03/2021,16:00:00,19.217,229.91,12.41,0.02,8.77,220.01
29/03/2021,17:00:00,18.336,107.58,11.66,0.03,7.88,218.12
29/03/2021,18:00:00,8.847,17.16,10.73,0.01,7.08,215.16
29/03/2021,19:00:00,2.325,0,10.06,0.01,6.47,212.17
29/03/2021,20:00:00,0.195,0,9.58,0.01,6.1,209.82
29/03/2021,21:00:00,0,0,9.1,0.01,5.67,209.53
29/03/2021,22:00:00,0,0,8.58,0.01,5.2,208.53
29/03/2021,23:00:00,0,0,8.11,0,4.88,208.7
29/03/2021,00:00:00,0,0,7.65,0,4.66,210.86
30/03/2021,01:00:00,0,0,7.3,0,4.69,217.08
30/03/2021,02:00:00,0,0,6.87,0,4.5,218.72
30/03/2021,03:00:00,0,0,6.42,0,4.24,216.24
30/03/2021,04:00:00,0,0,5.96,0,4.08,211.28
30/03/2021,05:00:00,0,0,5.44,0,4.06,204.69
30/03/2021,06:00:00,0,44.64,5.84,0,3.93,198.43
30/03/2021,07:00:00,0,156.62,7.34,0,4.13,193.01
30/03/2021,08:00:00,0.874,295.46,8.37,0,3.45,182.47
30/03/2021,09:00:00,3.678,426.99,9.81,0,2.68,173.97
30/03/2021,10:00:00,8.442,523.45,11.91,0,2.44,192.75
30/03/2021,11:00:00,13.629,620.66,13.49,0,2.61,205.34
30/03/2021,12:00:00,17.964,592.04,14.44,0,2.56,209.46
30/03/2021,13:00:00,20.942,591.79,15.15,0,2.5,214.04
30/03/2021,14:00:00,22.151,490.84,15.53,0,2.36,218.16
30/03/2021,15:00:00,21.293,364.54,15.62,0,2.13,220.83
30/03/2021,16:00:00,19.033,236.73,15.3,0,1.76,220.85
30/03/2021,17:00:00,14.807,97.46,14.3,0,1.42,216.49
30/03/2021,18:00:00,7.395,14.95,13.19,0,1.31,200.16
30/03/2021,19:00:00,3.327,0,12.51,0,1.58,185.68
30/03/2021,20:00:00,0.445,0,11.66,0,2.08,185.39
30/03/2021,21:00:00,0,0,10.95,0,2.58,190.29
30/03/2021,22:00:00,0,0,10.5,0,2.95,195.69
30/03/2021,23:00:00,0,0,10.11,0,3.06,196.91
30/03/2021,00:00:00,0,0,9.59,0,3.16,196.24
31/03/2021,01:00:00,0,0,9.15,0,3.27,197.09
31/03/2021,02:00:00,0,0,8.79,0,3.25,198.96
31/03/2021,03:00:00,0,0,8.4,0,3.05,201.17
31/03/2021,04:00:00,0,0,8.24,0,2.85,207.76
31/03/2021,05:00:00,0,0,7.96,0,2.72,215.29
31/03/2021,06:00:00,0,38.23,8.29,0,2.44,217.97
31/03/2021,07:00:00,0,142.95,9.65,0,2.44,218.23
31/03/2021,08:00:00,0.901,283.6,10.75,0,2.23,224.72
31/03/2021,09:00:00,3.365,404.91,12.02,0,2.32,240.76
31/03/2021,10:00:00,8.81,508.61,12.9,0,2.28,252.62
31/03/2021,11:00:00,13.078,535.29,13.58,0,2.15,266.26
31/03/2021,12:00:00,15.015,562.48,14.04,0,1.97,283.54
31/03/2021,13:00:00,16.653,565.77,14.2,0,1.85,307.45
31/03/2021,14:00:00,19.264,459.23,14.11,0,1.93,333.02
31/03/2021,15:00:00,18.614,336.07,13.88,0,2.12,355.13
31/03/2021,16:00:00,19.853,206.62,13.5,0,2.36,12.05
31/03/2021,17:00:00,12.584,91.52,12.58,0,2.33,21.48
31/03/2021,18:00:00,5.074,15.96,11.05,0,2.71,30.94
31/03/2021,19:00:00,2.037,0,10.54,0,3.14,43.89
31/03/2021,20:00:00,0.255,0,10.44,0,3.81,56.9
31/03/2021,21:00:00,0,0,9.96,0,4.8,65.69
31/03/2021,22:00:00,0,0,9.01,0,5.81,69.69
31/03/2021,23:00:00,0,0,8.01,0.01,6.78,70.83
31/03/2021,00:00:00,0,0,7.18,0,7.93,71.85
01/04/2021,01:00:00,0,0,6.58,0,8.66,73.49
01/04/2021,02:00:00,0,0,6.2,0,8.45,75.87
01/04/2021,03:00:00,0,0,6.05,0,7.99,78.72
01/04/2021,04:00:00,0,0,6.01,0,7.2,82.33
01/04/2021,05:00:00,0,0,5.95,0,6.67,85.43
01/04/2021,06:00:00,0,34.59,6.06,0,6.56,87.13
01/04/2021,07:00:00,0,93.65,6.44,0,6.94,87.1
01/04/2021,08:00:00,0.631,189,7.1,0,7.11,86.47
01/04/2021,09:00:00,1.822,287.55,7.81,0,7.07,87.59
01/04/2021,10:00:00,6.957,365.94,8.57,0,6.92,89.29
01/04/2021,11:00:00,8.701,295.2,9.24,0,6.66,89.87
01/04/2021,12:00:00,9.789,335.41,9.81,0,6.3,90.43
01/04/2021,13:00:00,8.669,276.7,10.19,0,5.78,90.7
01/04/2021,14:00:00,9.066,278.41,10.37,0,5.29,89.75
01/04/2021,15:00:00,8.131,259.77,10.28,0,5,88.03
01/04/2021,16:00:00,7.38,185.45,9.95,0,4.83,86.01
01/04/2021,17:00:00,14.501,85.68,9.27,0,4.55,83.69
01/04/2021,18:00:00,8.705,16.49,8.21,0,4.56,81.63
01/04/2021,19:00:00,2.697,0,7.39,0,5.29,81.93
01/04/2021,20:00:00,0.336,0,6.59,0,5.54,84.18
01/04/2021,21:00:00,0,0,5.77,0,5.2,86.38
01/04/2021,22:00:00,0,0,4.83,0,4.75,87.65
01/04/2021,23:00:00,0,0,4.08,0,4.5,87.91
01/04/2021,00:00:00,0,0,3.47,0,4.29,87.29
02/04/2021,01:00:00,0,0,3.06,0,4.23,86.19
02/04/2021,02:00:00,0,0,2.86,0,4.09,83.96
02/04/2021,03:00:00,0,0,2.69,0,3.84,82.87
02/04/2021,04:00:00,0,0,2.48,0,3.55,82.03
02/04/2021,05:00:00,0,0,2.24,0,3.37,79.86
02/04/2021,06:00:00,0,66.58,2.95,0,3.58,75.87
02/04/2021,07:00:00,0,210.1,3.94,0,4.25,71.57
02/04/2021,08:00:00,0.734,364.47,4.93,0,4.16,69.66
02/04/2021,09:00:00,3.478,501.2,6.08,0,3.69,67.45
02/04/2021,10:00:00,8.72,596.12,7.28,0,3.22,57.77
02/04/2021,11:00:00,16.814,626.76,8.31,0,3.33,40.34
02/04/2021,12:00:00,20.575,672.73,9.15,0,3.75,28.75
02/04/2021,13:00:00,23.964,566.73,9.71,0,3.82,21
02/04/2021,14:00:00,25.671,578.77,9.98,0,3.91,13.06
02/04/2021,15:00:00,25.184,440.44,9.96,0,4.12,9.5
02/04/2021,16:00:00,23.033,290.61,9.65,0,4,9.77
02/04/2021,17:00:00,16.852,144.42,8.88,0,3.26,10.37
02/04/2021,18:00:00,6.957,26.08,7.12,0,3.16,17.4
02/04/2021,19:00:00,2.644,0,6.39,0,3.45,32.5
02/04/2021,20:00:00,0.465,0,5.98,0,3.58,47.12
02/04/2021,21:00:00,0,0,5.23,0,3.82,57.77
02/04/2021,22:00:00,0,0,4.45,0,3.85,61.61
02/04/2021,23:00:00,0,0,3.69,0,3.54,58.73
02/04/2021,00:00:00,0,0,3.14,0,3.34,49.94
03/04/2021,01:00:00,0,0,2.73,0,3.22,38.51
03/04/2021,02:00:00,0,0,2.4,0,3.28,28.95
03/04/2021,03:00:00,0,0,2.18,0,3.4,23.98
03/04/2021,04:00:00,0,0,2.01,0,3.51,22.8
03/04/2021,05:00:00,0,0,1.81,0,3.58,23.26
03/04/2021,06:00:00,0,69,2.94,0,3.4,27.1
03/04/2021,07:00:00,0,197.96,4.75,0,3.97,30.75
03/04/2021,08:00:00,0.802,325.72,6.15,0,4.17,34.08
03/04/2021,09:00:00,3.49,450.54,7.05,0,3.85,31.82
03/04/2021,10:00:00,10.363,550.96,7.81,0,3.54,27.86
03/04/2021,11:00:00,14.168,543.32,8.54,0,3.31,24.21
03/04/2021,12:00:00,20.85,676.35,9.2,0,3.09,21.05
03/04/2021,13:00:00,21.939,651.39,9.65,0,2.83,17.49
03/04/2021,14:00:00,25.415,581.66,9.88,0,2.63,13.42
03/04/2021,15:00:00,25.146,465.92,9.94,0,2.55,7.73
03/04/2021,16:00:00,22.752,318.4,9.76,0,2.52,1.07
03/04/2021,17:00:00,18.663,158.18,9.03,0,2.22,348.22
03/04/2021,18:00:00,10.915,28.23,7.08,0,2.5,335.04
03/04/2021,19:00:00,2.994,0,6.02,0,2.79,330.85
03/04/2021,20:00:00,0.413,0,5.51,0,2.77,327.07
03/04/2021,21:00:00,0,0,5.13,0,2.66,323.37
03/04/2021,22:00:00,0,0,4.86,0,2.54,319
03/04/2021,23:00:00,0,0,4.61,0,2.49,312.59
03/04/2021,00:00:00,0,0,4.3,0,2.58,305.76
04/04/2021,01:00:00,0,0,3.97,0,2.77,299.74
04/04/2021,02:00:00,0,0,3.58,0,3.02,294.78
04/04/2021,03:00:00,0,0,3.44,0,3.22,288.52
04/04/2021,04:00:00,0,0,3.56,0,3.34,281.86
04/04/2021,05:00:00,0,0,3.75,0.01,3.51,276.4
04/04/2021,06:00:00,0,67.06,4.71,0.01,3.75,272.51
04/04/2021,07:00:00,0,194.16,6.46,0.01,4.23,267.35
04/04/2021,08:00:00,0.717,312.98,7.53,0,4.9,266.62
04/04/2021,09:00:00,4.155,422.32,8.55,0,5.37,266.66
04/04/2021,10:00:00,8.653,501.4,9.4,0,5.74,264.69
04/04/2021,11:00:00,7.22,616.04,10.08,0,6.16,264.17
04/04/2021,12:00:00,16.018,531.52,10.47,0,6.84,269.15
04/04/2021,13:00:00,23.243,493.78,10.44,0,7.69,274.84
04/04/2021,14:00:00,22.712,403.3,10.14,0,8.25,278.61
04/04/2021,15:00:00,24.126,262.97,9.55,0,8.59,283.19
04/04/2021,16:00:00,19.322,183.55,8.83,0,8.34,283.1
04/04/2021,17:00:00,5.565,84.27,8.26,0,7.48,277.44
04/04/2021,18:00:00,3.313,22.05,7.88,0,6.99,274.36
04/04/2021,19:00:00,1.199,0,7.81,0.01,7.43,278.52
04/04/2021,20:00:00,0.064,0,7.92,0.01,8.31,285.88
04/04/2021,21:00:00,0,0,7.73,0.05,9.03,289.72
04/04/2021,22:00:00,0,0,7.46,0.1,10.06,297.32
04/04/2021,23:00:00,0,0,7.17,0.09,10.43,308.67
04/04/2021,00:00:00,0,0,6.6,0.05,10.42,317.7
05/04/2021,01:00:00,0,0,5.78,0.01,10.43,320.41
05/04/2021,02:00:00,0,0,5.11,0,10.59,322.01
05/04/2021,03:00:00,0,0,4.54,0,10.34,325.75
05/04/2021,04:00:00,0,0,4.01,0,9.68,330.62
05/04/2021,05:00:00,0,0,3.44,0,9.36,336.95
05/04/2021,06:00:00,0,61.9,3.14,0,9.2,343.21
05/04/2021,07:00:00,0.005,197.86,3.01,0,9.5,349.29
05/04/2021,08:00:00,0.965,348.14,2.82,0,9.43,352.04
05/04/2021,09:00:00,3.234,492.71,2.89,0,9,349.7
05/04/2021,10:00:00,11.155,652.71,3.23,0,8.64,343.51
05/04/2021,11:00:00,17.477,711.69,3.58,0,8.66,335.93
05/04/2021,12:00:00,22.516,690.02,3.78,0,8.97,330
05/04/2021,13:00:00,25.973,637.46,3.93,0,9.23,326.32
05/04/2021,14:00:00,27.638,503.22,4.02,0,9.36,324.68
05/04/2021,15:00:00,26.526,440.37,4.06,0,9.38,324.91
05/04/2021,16:00:00,22.244,304.77,3.93,0,9.06,326.04
05/04/2021,17:00:00,20.002,145.69,3.72,0,8.31,326.5
05/04/2021,18:00:00,12.153,32.49,3.3,0,7.46,326.58
05/04/2021,19:00:00,3.62,0,2.95,0,7.01,327.71
05/04/2021,20:00:00,0.516,0,2.89,0,7.04,328.88
05/04/2021,21:00:00,0,0,2.78,0,7.21,330.24
05/04/2021,22:00:00,0,0,2.59,0,7.33,331.11
05/04/2021,23:00:00,0,0,2.3,0,7.25,331.11
05/04/2021,00:00:00,0,0,2.02,0,7.18,330.48
06/04/2021,01:00:00,0,0,1.98,0.01,7.29,329.56
06/04/2021,02:00:00,0,0,1.98,0.02,7.78,329.11
06/04/2021,03:00:00,0,0,1.86,0.03,7.91,328.65
06/04/2021,04:00:00,0,0,1.73,0.03,7.84,328.61
06/04/2021,05:00:00,0,0,1.58,0.02,7.52,328.85
06/04/2021,06:00:00,0,83.38,1.94,0.02,7.4,328.12
06/04/2021,07:00:00,0.005,209.05,2.63,0.02,8.02,327.61
06/04/2021,08:00:00,1.298,367.3,3.16,0.01,8.55,327.12
06/04/2021,09:00:00,4.442,493.38,3.62,0.02,8.64,324.94
06/04/2021,10:00:00,9.161,596.23,3.74,0.03,8.86,322.09
06/04/2021,11:00:00,15.194,533.3,3.63,0.03,9.16,320.57
06/04/2021,12:00:00,18.096,619.01,3.48,0.07,9.55,321.85
06/04/2021,13:00:00,22.177,539.96,3.34,0.1,9.85,324.75
06/04/2021,14:00:00,25.092,495.64,3.25,0.11,10.04,327.1
06/04/2021,15:00:00,25.692,358.66,3.31,0.07,9.86,330.06
06/04/2021,16:00:00,20.2,241.79,3.55,0.03,9.24,333.22
06/04/2021,17:00:00,15.635,128.33,3.59,0.02,8.14,335.21
06/04/2021,18:00:00,2.972,34.59,3.06,0,6.93,335.63
06/04/2021,19:00:00,2.579,0,2.39,0,6.06,335.05
06/04/2021,20:00:00,0.263,0,2.05,0,5.64,334.46
06/04/2021,21:00:00,0,0,1.69,0,5.35,333.85
06/04/2021,22:00:00,0,0,1.31,0,5.18,332.82
06/04/2021,23:00:00,0,0,0.92,0,5.04,331.05
06/04/2021,00:00:00,0,0,0.71,0,4.99,329.22
07/04/2021,01:00:00,0,0,0.52,0,5.01,327.75
07/04/2021,02:00:00,0,0,0.58,0,5.05,328.15
07/04/2021,03:00:00,0,0,0.73,0,5.08,329.81
07/04/2021,04:00:00,0,0,0.7,0.01,5.03,331.25
07/04/2021,05:00:00,0,0,0.77,0,4.91,331.15
07/04/2021,06:00:00,0,62.73,1.81,0,5.04,330.65
07/04/2021,07:00:00,0.006,150.77,3.06,0.01,5.58,329.85
07/04/2021,08:00:00,1.214,245.67,3.82,0.01,5.94,328.82
07/04/2021,09:00:00,4.279,313.49,4.37,0.01,6.05,325.57
07/04/2021,10:00:00,10.061,367.27,4.71,0.01,6.15,321.86
07/04/2021,11:00:00,7.663,475.44,5.01,0.01,6.23,318.15
07/04/2021,12:00:00,12.098,412.37,5.24,0.01,6.25,314.6
07/04/2021,13:00:00,15.734,369.31,5.32,0.02,6.23,311.95
